row col x_slope y_slope
0 0 0.0000000000 0.0000000000
0 1 0.0000000000 0.0000000000
0 2 0.0000000000 0.0000000000
0 3 0.0000000000 0.0000000000
0 4 0.0000000000 0.0000000000
0 5 0.0000000000 0.0000000000
0 6 0.0000000000 0.0000000000
0 7 0.0000000000 0.0000000000
0 8 0.0000000000 0.0000000000
0 9 0.0000000000 0.0000000000
0 10 0.0000000000 0.0000000000
0 11 0.0000000000 0.0000000000
0 12 0.0000000000 0.0000000000
0 13 0.0000000000 0.0000000000
0 14 0.0000000000 0.0000000000
0 15 0.0000000000 0.0000000000
1 0 0.0000000000 0.0000000000
1 1 0.0000000000 0.0000000000
1 2 0.0000000000 0.0000000000
1 3 0.0000000000 0.0000000000
1 4 0.0000000000 0.0000000000
1 5 0.0000000000 0.0000000000
1 6 0.0000000000 0.0000000000
1 7 0.0000000000 0.0000000000
1 8 0.0000000000 0.0000000000
1 9 0.0000000000 0.0000000000
1 10 0.0000000000 0.0000000000
1 11 0.0000000000 0.0000000000
1 12 0.0000000000 0.0000000000
1 13 0.0000000000 0.0000000000
1 14 0.0000000000 0.0000000000
1 15 0.0000000000 0.0000000000
2 0 0.0000000000 0.0000000000
2 1 0.0000000000 0.0000000000
2 2 0.0000000000 0.0000000000
2 3 0.0000000000 0.0000000000
2 4 0.0000000000 0.0000000000
2 5 0.0000000000 0.0000000000
2 6 0.0000000000 0.0000000000
2 7 0.0000000000 0.0000000000
2 8 0.0000000000 0.0000000000
2 9 0.0000000000 0.0000000000
2 10 0.0000000000 0.0000000000
2 11 0.0000000000 0.0000000000
2 12 0.0000000000 0.0000000000
2 13 0.0000000000 0.0000000000
2 14 0.0000000000 0.0000000000
2 15 0.0000000000 0.0000000000
3 0 0.0000000000 0.0000000000
3 1 0.0000000000 0.0000000000
3 2 0.0000000000 0.0000000000
3 3 0.0000000000 0.0000000000
3 4 0.0000000000 0.0000000000
3 5 0.0000000000 0.0000000000
3 6 0.0000000000 0.0000000000
3 7 0.0000000000 0.0000000000
3 8 0.0000000000 0.0000000000
3 9 0.0000000000 0.0000000000
3 10 0.0000000000 0.0000000000
3 11 0.0000000000 0.0000000000
3 12 0.0000000000 0.0000000000
3 13 0.0000000000 0.0000000000
3 14 0.0000000000 0.0000000000
3 15 0.0000000000 0.0000000000
4 0 0.0000000000 0.0000000000
4 1 0.0000000000 0.0000000000
4 2 0.0000000000 0.0000000000
4 3 0.0000000000 0.0000000000
4 4 0.0000000000 0.0000000000
4 5 0.0000000000 0.0000000000
4 6 -0.0000004240 -0.0000022314
4 7 -0.0000003318 -0.0000028335
4 8 0.0000000332 -0.0000024860
4 9 0.0000003240 -0.0000018921
4 10 0.0000000000 0.0000000000
4 11 0.0000000000 0.0000000000
4 12 0.0000000000 0.0000000000
4 13 0.0000000000 0.0000000000
4 14 0.0000000000 0.0000000000
4 15 0.0000000000 0.0000000000
5 0 0.0000000000 0.0000000000
5 1 0.0000000000 0.0000000000
5 2 0.0000000000 0.0000000000
5 3 0.0000000000 0.0000000000
5 4 0.0000000000 0.0000000000
5 5 -0.0000007951 -0.0000022244
5 6 -0.0000006131 -0.0000024224
5 7 -0.0000001857 -0.0000021211
5 8 0.0000002356 -0.0000018104
5 9 0.0000007256 -0.0000014999
5 10 0.0000009998 -0.0000009843
5 11 0.0000006714 -0.0000000872
5 12 0.0000000000 0.0000000000
5 13 0.0000000000 0.0000000000
5 14 0.0000000000 0.0000000000
5 15 0.0000000000 0.0000000000
6 0 0.0000000000 0.0000000000
6 1 0.0000000000 0.0000000000
6 2 0.0000000000 0.0000000000
6 3 0.0000000000 0.0000000000
6 4 -0.0000013316 -0.0000019214
6 5 -0.0000007544 -0.0000017938
6 6 -0.0000003177 -0.0000014787
6 7 0.0000001243 -0.0000011729
6 8 0.0000004944 -0.0000008594
6 9 0.0000010303 -0.0000005542
6 10 0.0000014804 -0.0000002480
6 11 0.0000016320 0.0000002598
